id,left_id,left_nama,left_alamat,right_id,right_nama,right_alamat,jaccard,label
157,702,sedaap,gedung ekonomi embong malang 61 65 kedungdoro tegalsari 60261,1846,catering mulia,kp malang 41 wonorejo tegalsari 60263,0.076923077,0
158,864,fedya,ondomohen magersari 5 12 ketabang genteng,2052,aluama coffee bar,undaan wetan 30a ketabang genteng 60272,0.1,0
159,199,bandeng presto bu tri,petemon 3 110 b rt rw petemon sawahan,3309,mixue ice cream tea sukomanunggal,sukomanunggal b 254 tanjungsari sukomanunggal 60187,0.045454545,0
160,1253,outlet es teler 77 royal plaza surabaya,royal plaza ahmad yani 16 18 wonokromo wonokromo 60243,2199,basecamp ikabu surabaya selatan,mqhf 586 raya kedung asem kedung baruk rungkut 60293,0.05,0
161,911,kayyisa maqshof,sukolilo lor 1 sukolilo baru bulak,1793,berkah catering,karah agung 1 28 karah jambangan 60232,0.05,0
162,734,bu mifta,wonorejo gang masjid wonorejo rungkut,1533,mie ayam bu tinuk,kencanasari timur 15 gn sari wonokromo 60224,0.1,0
163,69,bunaim jaya abadi,jambangan 32 jambangan jambangan 60232,1934,dandang nampol,gayungsari barat 4 b 3 pagesangan jambangan 60235,0.05,0
164,614,qinaa snack,jogoloyo 8 18 c rt rw gunung sari dukuh pakis,1440,fish co tunjungan plaza,tunjungan plaza 5 lantai 5 5 basuki rahmat 8 12 kedungdoro tegalsari 60261,0.025,0
165,309,cireng planet,gubeng jaya sr 12 rt rw gubeng gubeng,1736,idaman chinese and indonesian restaurant,manyar kertoarjo 5 65 rt 007 rw 11 mojo gubeng 60285,0.107142857,0
166,1070,roti gombak,kupang gunung timur 4 4a putat jaya sawahan,3190,ayam goreng nelongso wijaya kusuma,dukuh kupang 20 10a dukuh kupang dukuhpakis 60225,0.038461538,0
167,1143,sinom jeng sri,kapas baru 3 10 kapas madya baru tambaksari 60137,2136,j j cafe,kedung cowek 33 gading tambaksari 60134,0.041666667,0
168,1135,pawon geol,medokan semampir j 2 medokan semampir sukolilo,1792,catering harian surabaya delizio catering,putra bangsa 3 4 medokan ayu rungkut 60295,0.041666667,0
169,9,bilgharo kitchen salad,gembili 2 23 jagir wonokromo,2269,okui kopi 3 0,bawean 37 rt 2 rw 04 ngagel wonokromo 60246,0.083333333,0
170,522,griya calya,lidah kulon gang 2 8 rt 06 rw 01 lidah kulon lakarsantri,2905,a w plaza surabaya,plaza lantai 2 pemuda 33 37 embong kaliasin genteng 60271,0.026315789,0
171,485,alvina food rengginang,wonokusumo bhakti 1 23 wonokusumo semampir,3059,kopi kenangan city of tomorrow,city of tomorrow lantai 1 food court ahmad yani 288 menanggal gayungan 60234,0.029411765,0
172,1399,mixue ice cream tea bratang,bratang gede 138 ngagelrejo wonokromo 60245,3224,ngastina,bawean 20 ngagel wonokromo 60246,0.05,0
173,1126,seta budi bakery,keputih tegal 1 35 rt rw keputih sukolilo,2533,warung makan bu mahmuda,layar 04 rt 005 rw 03 krembangan utara pabean cantikan 60163,0.0625,0
174,1271,cheftrusted,raya kedung asem 9 b 6 kedungbaruk rungkut 60298,2337,the oak tree surabaya,raya darmo permai 1 75 pradahkalikendal dukuhpakis 60226,0.03125,0
175,529,jajanan crispy bu mah,babatan langgar 35 a blk rt rw dukuh sutorejo mulyorejo,2016,warung pojok barokah bu sulami,gang tambak dukuh 3 2 kapasari pusat 60273,0.091911765,0
176,1102,sambeliki,dukuh setro 1 tengah 24 gading tambaksari,1586,kava restaurant hotel fairfield by marriott surabaya,mayjen sungkono 178 dukuh pakis dukuhpakis 60225,0.038461538,0
177,591,niko echo,wonorejo permai selatan 5 20 rt rw wonorejo rungkut,2624,warung pak tam,simpang darmo permai selatan 4 pradahkalikendal dukuhpakis 60226,0.071428571,0
178,292,cemara kitchen,manukan lor 1 c 2 rt rw manukan kulon tandes,2541,warung barokah,dapuan baru 2 krembangan utara pabean cantikan 60163,0.03125,0
179,1180,spaghetti aura,taman mulyosari utara 7 rt rw kalisari mulyorejo,3035,kopi kenangan spbu kenpark kenjeran,pqxr 9hmdukuh sutorejokec mulyorejo city 60134,0.038461538,0
180,266,cak gembul,kembang kuning kulon 2 17 pakis sawahan 60254,1855,bella della kitchen,pacar kembang 5c1 pacar kembang tambaksari 60132,0.041666667,0
181,1125,serba serbi gedhang k5,siwalankerto selatan rusunawa lt 01 03 rt rw siwalankerto wonocolo,1728,wardhani resto,raya jemur sari 144 jemur wonosari wonocolo kendangsari tenggilis mejoyo 60237,0.027777778,0
182,279,sambel maknyos,simopomahan 1 40 rt rw simomulyo baru sukomanunggal,1820,katerinda catering service,raya kendangsari 1 kendangsari tenggilis mejoyo 60292,0.038461538,0
183,717,alif,donokerto 8 43 kapasan simokerto,2744,warteg bu erni,arief rahman hakim 8 a keputih sukolilo 60111,0.041666667,0
184,289,cap giling,pakis sidokumpul gang 3 11 pakis sawahan 60256,1996,prima green food bakery,medokan asri ma 3 b 11 medokan ayu medokan ayu rungkut 60295,0.071428571,0
185,1038,pukis menoel,rungkut asri timur 2 29 rungkut kidul rungkut,3067,kopi kenangan pakuwon mall,pakuwon mall mayjend jonosewojo 2 babatan wiyung city 60216,0.035714286,0
186,661,kedai fadilah,tambak deres 1 21 kenjeran bulak,2143,cafe dw,kenjeran 300 rt 000 rw 00 gading tambaksari 60134,0.035714286,0
187,1371,roti o kazacity surabaya,kaza city kapas krampung tambakrejo simokerto 60133,2348,jaen sajan surabaya,pucang rinenggo 8 kertajaya gubeng 60282,0.083333333,0
188,1247,chatime darmo surabaya,darmo 99 darmo wonokromo nbsp darmo wonokromo 60241,2217,verte cafã,jambi 47 darmo wonokromo 60241,0.214285714,0
189,420,dede satoe,tenggilis timur 6 dd1 tenggilis mejoyo tenggilis mejoyo 60292,1533,mie ayam bu tinuk,kencanasari timur 15 gn sari wonokromo 60224,0.041666667,0
190,667,kelapa hijau,kedung baruk graha santoso aa2 9 wonorejo rungkut,1662,united steaks,plaza graha family mayjend jonosewojo pradahkalikendal dukuhpakis city 60216,0.03125,0
191,227,bolubulo,wisma permai 1 25 mulyorejo mulyorejo,2823,soto ayam cak to undaan,undaan wetan ngemplak 1 36 ketabang genteng 60272,0.041666667,0
192,1071,roti manis bread toez,pakis tirtosari 18 2 pakis sawahan,1955,nina catering,kupang krajan 8 banyu urip 18 a kupang krajan sawahan 60253,0.083333333,0
193,391,denoniq by de nona,peneleh 6 5 60274,2497,warung kimpa nasi campur surabaya,kedungturi 5 kedungdoro tegalsari 60261,0.0625,0
194,1231,uncle ben s kitchen,kalibokor 3 28 rt rw pucang sewu gubeng,2571,warung sederhana,pucang anom tim 70 pucang sewu gubeng 60283,0.125,0
195,211,berlian bakery,kendangsari 1 28 kendangsari tenggilis mejoyo,2193,titik kumpul surabaya warkop and cafe,dukuh kupang utara 1 1 putat jaya sawahan 60225,0.041666667,0
196,924,nanetta cakeshop,golf 6 14 gunung sari dukuh pakis,2712,warung bu rudi,pasar dukuh kupang dukuh kupang bar 299 dukuh kupang dukuhpakis 60225,0.038461538,0
197,753,dapoer reytara,asemrowo 4 40 a rt rw asem rowo asem rowo,1665,d jang gem korean restaurant,mayjen sungkono 208 a putat gede sukomanunggal 60189,0.033333333,0
198,1234,violetta,kapasari 5 26 kapasari genteng,2210,warkop seduluran,sulawesi 26 rt 005 rw 04 ngagel wonokromo 60246,0.041666667,0
199,574,kripik pisang,krukah selatan 8a 5 ngagel rejo wonokromo,2347,e scape surabaya,ngagel 123 ngagel wonokromo 60246,0.111111111,0
200,676,vanila katering,simorejo sari b 7 27a simomulyo baru sukomanunggal 60181,2769,warung bu kris,ruko pengampon square semut baru 1 bongkaran pabean cantikan 60161,0.027777778,0
201,852,dv,kalimas baru 2 gang 1 11 a perak timur pabean cantian,2558,warung nasi jm pentol jm,mulyorejo selatan baru 1 mulyorejo manyar sabrangan mulyorejo 60116,0.0625,0
202,749,kremuzz,mojoklanggru lor 56 c mojo gubeng,2287,libreria eatery,ngagel jaya 89 pucang sewu gubeng 60283,0.041666667,0
203,422,firstgradego firstgradego manna spyfee qassih,nambangan 09 tanah kali kedinding kenjeran 60129,1923,catering ibu,rungkut harapan blk c 36 kali rungkut rungkut 60293,0.038461538,0
204,1280,tradisi ndeso,petemon 1 8 rt rw petemon sawahan,2672,warung nasi jagung mbok ana,kupang gn tim 1 39a rt 006 rw 06 putat jaya sawahan 60255,0.133333333,0
205,1178,sop ayam pak win klaten,semolowaru timur 4 ac semolowaru sukolilo,2406,soto banjar asli hikmah pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.035714286,0
206,762,dapur bilbil,genteng legen 1 1 genteng genteng,2160,dannbam coffee surabaya,makam peneleh 77 peneleh genteng 60274,0.071428571,0
207,441,en nos,juwingan 1 20 kertajaya gubeng 60282,1732,warung ikan cak yu,dharmahusada 173 mojo gubeng 60285,0.05,0
208,1085,sambal cakalang,lawang seketeng gg 3 1 rt rw peneleh genteng,1882,sendang panguripan,bendul merisi gg besar timur 78 bendul merisi wonocolo 60239,0.03125,0
209,764,kuelin,kapasari 1 18 g kapasari genteng,2842,puri iwake,plaza pemuda 33 37 embong kaliasin genteng 60271,0.041666667,0
210,935,nena cake,pakis gunung 1c 5a pakis sawahan 60256,2076,kopi ongop,pprg fm2 arjuno sawahan sawahan 60251,0.05,0
211,358,dapur mak razka,putat jaya c barat 4 buntu 6b putat jaya sawahan 60255,2720,warung cak tu in,putat gede bar 2 putat gede sukomanunggal 60226,0.035714286,0
212,978,onde onde molen surabaya,bratang gede 79 ngagel rejo wonokromo,1577,dak nalgae surabaya,simpang darmo permai selatan 21 pradahkalikendal dukuhpakis 60226,0.1,0
213,889,jamu tradisional imun ala mama satjun,pasar menganti sidolemu menganti babatan wiyung,2647,warung pojok wetan,raya menganti 148 jajar tunggal wiyung 60229,0.1,0
214,310,cita rasa alami,jeruk gg buntu 17 b rt 04 rw 02 jeruk lakarsantri 60212,1805,early bird catering,barat citraland raya bongso kulon rt 01 rw 01 menganti kabupaten gresik 61174,0.047619048,0
215,1030,minuman tradisional bu kenti,dharmawangsa 4 28 rt rw airlangga gubeng,1750,hanamasa,gubeng pojok 31 rt 010 rw 07 ketabang genteng 60272,0.107142857,0
216,1383,mixue ice cream tea karimun jawa,karimun jawa 5b gubeng gubeng 60281,1976,katering dapur brilliant,simo gn bar tol 2a 152 simomulyo sukomanunggal 60281,0.038461538,0
217,1327,mubarok kayu mas,kutisari selatan 2 91 nan,3093,burger king pakuwon mall,pakuwon mall ground floor mayjend jonosewojo 2 babatan wiyung 60123,0.035714286,0
218,688,kitchen_qeu,wonokromo gang 1 3 wonokromo wonokromo,2013,cafe yanti,petemon kali 1 a rt 001 rw 004 sawahan sawahan 60251,0.038461538,0
219,271,otak otak bandeng soerabaja,kapas baru 3 77 rt 015 rw 007 kapas madya baru tambaksari,3308,mixue ice cream tea tambaksari,pacar keling 7 pacar keling tambaksari 60131,0.035714286,0
220,359,dapur makda,pucangan 7 21 kertajaya gubeng,1715,sushi jin,manyar kertoarjo 98 manyar sabrangan gubeng 60116,0.05,0
221,432,elang samudra,kedung mangu selatan 2 14 sidotopo wetan kenjeran,2237,xatu_cafe,bendul merisi selatan 11 49 bendul merisi wonocolo 60239,0.035714286,0
222,891,jasmine,petemon 3 109 petemon sawahan,1975,rice box ibu endang,taman darmo permai utara 3 5 tanjungsari sukomanunggal 60187,0.041666667,0
223,1007,pawon omah,menanggal indah 8 33 dukuh menanggal gayungsari,1491,kuliner surabaya depot pojok pucang,pucangan gang 8 10 pucang gubeng 60283,0.041666667,0
224,1406,mixue ice cream tea kenjeran,raya kenjeran 424 gading tambaksari nan,3017,chatime transmart rungkut,mqhc j4m transmart rungkut raya kalirungkut kali rungkut rungkut 60293,0.038461538,0
225,305,cilla katering,kedung tarukan baru 1 15 mojo gubeng,1807,alif nikmat catering service,ngagel madya 8 6 baratajaya gubeng 60284,0.038461538,0
226,1125,serba serbi gedhang k5,siwalankerto selatan rusunawa lt 01 03 rt rw siwalankerto wonocolo,2268,wk cafe pujasera,kalibokor selatan 164 166 baratajaya gubeng 60284,0.033333333,0
227,661,kedai fadilah,tambak deres 1 21 kenjeran bulak,2766,warung merah,siwalankerto timur 1 52 siwalankerto wonocolo 60236,0.045454545,0
228,985,ozzybakery,petemon sidomulyo 1 28 a petemon sawahan,2858,kh mas mansyur,k h mas mansyur 1 49 nyamplungan pabean cantikan 60162,0.033333333,0
229,1253,outlet es teler 77 royal plaza surabaya,royal plaza ahmad yani 16 18 wonokromo wonokromo 60243,2427,warung surabaya,gg ratna tim 35 ngagel wonokromo 60246,0.098214286,0
230,597,oma n dok,candi lontar lor 44 s 47 lontar sambikerep,1612,hongdae korean food restaurant surabaya barat,ruko taman internasional citraland a20 sambikerep city 60217,0.035714286,0
231,46,pohong keju ndeso,sidosermo puskesmas 45 sidosermo wonocolo 60239,3123,pizza hut delivery phd indonesia,siwalankerto 249 siwalankerto wonocolo 60236,0.0625,0
232,735,bu mudji,kalikepiting pompa 18 b rt rw pacarkembang tambaksari,1474,tempat makan setro tengah no 45,setro tengah 45 gading tambaksari 60134,0.038461538,0
233,670,kencana,kalibokor kencana 2 31b pucang sewu gubeng 60283,3232,box kopi,ngagel jaya utara 20 pucang sewu gubeng 60283,0.166666667,0
234,712,agen kelapa muda pak ipin,gebang lor 49 sukolilo gebang putih sukolilo,3314,mixue klampis,klampis jaya 25c klampis ngasem sukolilo 60116,0.05,0
235,1083,sambal bu rini,apartemen sukolilo dian regency unit 1230 rt 009 rw 002 keputih sukolilo 60111,2562,warung nasi,pp4m h3h kutai rw 06 darmo wonokromo 60241,0.026315789,0
236,76,jeruk pecel tulen,sidonipah gg 2 3 5 simolawang simokerto 60144,3147,multirasa nusantara pt,rungkut industri 3 62 rungkut menanggal gn anyar 60293,0.033333333,0
237,238,bu may,kalikepiting jaya 10 8 pacarkembang tambaksari,2117,glã¼ck kaffee bã ckerei,pakis tirtosari 885 rt 002 rw 10 pakis sawahan 60256,0.035714286,0
238,704,pt wonglokat international,kalianyar 17h kapasari genteng 60273,2085,pusat jajanan rakyat murah,pppx 263 embong kaliasin genteng city 60271,0.045454545,0
239,260,burger up,dharmahusada indah timur rr 22 mulyorejo 60115,2932,es teller 77,galaxy mall dharma husada 35 37 mulyorejo mulyorejo 60115,0.076923077,0
240,1371,roti o kazacity surabaya,kaza city kapas krampung tambakrejo simokerto 60133,1491,kuliner surabaya depot pojok pucang,pucangan gang 8 10 pucang gubeng 60283,0.0625,0
241,1145,rengganis,ngagel dadi 2 5a ngagel rejo wonokromo,2448,warung akor 72 giras,tegalsari wonorejo 2 72 wonorejo pusat 60263,0.045454545,0
242,1374,gokana ramen teppan delta plaza,plaza pemuda 33 37 embong kaliasin genteng 60271,1487,marugame udon tunjungan plaza,tunjungan plaza 3 basuki rahmat 8 12 kedungdoro tegalsari 60261,0.091911765,0
243,1335,zahrah,jambangan 5 12 rt rw jambangan jambangan,2143,cafe dw,kenjeran 300 rt 000 rw 00 gading tambaksari 60134,0.083333333,0
244,533,grande food indonesia,demak jaya 2 70 rt rw tembok dukuh bubutan,2983,starbucks gubeng,raya gubeng 33 rt 002 rw 06 gubeng gubeng 60281,0.066666667,0
245,1024,minican,semolowaru utara gg 4a 24 semolowaru sukolilo,2319,andromeda cafe,kupang gn tim 1 24 putat jaya sawahan 60255,0.035714286,0
246,867,frishhealthy,margorejo tangsi 4 29 margorejo wonocolo,2766,warung merah,siwalankerto timur 1 52 siwalankerto wonocolo 60236,0.05,0
247,1143,sinom jeng sri,kapas baru 3 10 kapas madya baru tambaksari 60137,2954,bread o,gubeng masjid 35 pacar keling tambaksari 60131,0.038461538,0
248,336,dapoer shasha,cumpat kulon baru 1 43 kedung cowek bulak,1748,warung makan bu sima,gubeng jaya 2 ka 1 gubeng gubeng 60281,0.038461538,0
249,71,dimsum mbledos,kalijudan mulia 25 rt 005 rw 006 kalijudan mulyorejo 60114,1623,spesial belut surabaya,banyu urip 139 rt 002 rw 09 kupang krajan sawahan 60253,0.055555556,0
250,170,bakeon,graha family 1 37 60226,3276,mixue bg junction,lantai ug upper ground c oc1 oc2 bubutan 1 7 bubutan bubutan 60174,0.033333333,0
251,623,seantero,pulo tegalsari sandiwara rt rw wonokromo wonokromo,2957,roti o stasiun wonokromo,jagir wonokromo city 60244,0.055555556,0
252,1295,unique cookies,manyar sambongan 115 kertajaya gubeng 60282,2182,cafe esco,gubeng kertajaya 5 b 58 airlangga gubeng 60286,0.090909091,0
253,287,cap bali putra bali,nambangan 32 tanah kali kedinding kenjeran 60129,2046,sambang cafe eatery,ketabang kali 53 ketabang genteng 60272,0.045454545,0
254,635,jujuput,lawang seketeng 3 4 peneleh genteng,2087,the market eat work study,slamet 12 ketabang genteng 60272,0.05,0
255,228,bolugiyo,tengger kandangan timur 1 a 20 rt 005 rw 003 kandangan benowo 60198,3316,mixue ice cream tea semolowaru,nginden semolo 20 nginden jangkungan sukolilo 60118,0.029411765,0
256,1180,spaghetti aura,taman mulyosari utara 7 rt rw kalisari mulyorejo,2613,warung namera,010 sidoluhur 4 e rw 02 krembangan sel krembangan 60175,0.03125,0
257,1052,rengganis ayu,siwalankerto utara 1 3b siwalankerto wonocolo,2888,kartika pujasera perak,jakarta 30 a perak utara pabean cantikan 60165,0.041666667,0
258,195,bebek goreng dan ayam kampung 55 surabaya,bendul merisi besar timur 1 a bendul merisi wonocolo 60239,2777,warung bu subur,kapas gading madya 1 23 gading tambaksari 60134,0.035714286,0
259,537,gunung kelud,gayungsari barat 3 61 rt 005 rw 003 gayungan gayungan 60234,2074,kolonial kopi,penataran 5a rt 005 rw 11 pacar keling tambaksari 60131,0.088235294,0
260,1011,mbok tini,bua setro 1 25 rt rw bulak bulak,1695,jirou family resto,raya darmo permai 1 2a pradahkalikendal dukuhpakis 60226,0.035714286,0
261,348,dapur fafa,jojoran baru 3 dalam 34 rt rw mojo gubeng,1927,faria catering,koblen tengah 20 a rw 05 bubutan bubutan 60174,0.03125,0
262,1099,sambel pecel mama al,dukuh menanggal gg 8 8 rt rw dukuh menanggal gayungan,2047,takopi,perak bar 69 rt 002 rw 12 perak bar krembangan 60177,0.071428571,0
263,772,la spezia,gading pantai 5 19 dukuh sutorejo mulyorejo 60113,1668,mamasak surabaya,dukuh kupang xxv 50a dukuh kupang dukuhpakis 60225,0.038461538,0
264,556,ichirank,rungkut asri barat 13 24 rungkut kidul rungkut 60293,2970,starbucks merr,superindo merr dr ir h soekarno kedung baruk rungkut city 60298,0.029411765,0
265,705,ziyana walidah,teknik kantin pusat kmpus its keputih sukolilo,2030,chubby pusat grosir surabaya,pusat grosir dupak 4 gundih bubutan 60127,0.038461538,0
266,334,dapoer mumtaz,petukangan rt rw ampel semampir,1520,nasi ayam geprek penyetan panggangan sambal cumi,dapuan baru 4 44 rt 005 rw 05 krembangan utara pabean cantikan 60163,0.0625,0
267,814,mama pancake,perum taman gunung anyar e 39 60293,1613,pancious pancake house,ciputra world mayjen sungkono 89 gn sari dukuhpakis 60224,0.125,0
268,1415,mixue ice cream tea kapasan,kapasan 210b sidodadi simokerto 60141,3328,mixue merr,dr ir h soekarno 416 a kedung baruk rungkut 60298,0.083333333,0
269,1067,roso omahan,genteng sidomukti 68 rt rw genteng genteng,2817,wisata kuliner embong blimbing surabaya,embong blimbing embong kaliasin genteng 60262,0.055555556,0
270,183,azzalya food,kedung tarukan baru 40 a rt rw mojo gubeng,2135,dejavu,ngagel jaya selatan st 33 pucang sewu gubeng city 60283,0.027777778,0
271,1122,semu,taman puspa raya b 5 10 citraland sambikerep sambikerep 60217,2208,thirty3brew jemursari,raya jemursari 167 kendangsari tenggilis mejoyo 60239,0.033333333,0
272,211,berlian bakery,kendangsari 1 28 kendangsari tenggilis mejoyo,3159,yoshinoya,galaxy mall 1 dr ir h soekarno 37 mulyorejo city 60115,0.033333333,0
273,116,al aqoh snacks and drinks,gunungsari 58 rt 04 rw 07 sawunggaling wonokromo 60242,2899,depot murah meriah,jagir wonokromo 122 jagir wonokromo 60244,0.041666667,0
274,39,nyambee corner surabaya,medayu utara 13 33 a rt rw medokan ayu rungkut,3030,chatime,plaza level 1 pemuda 33 37 embong kaliasin genteng 60271,0.026315789,0
275,1381,mixue ice cream tea plaza surabaya,lt 4 plaza pemuda embong kaliasin genteng 60271,1646,peco peco sushi loop graha famili,plaza graha famili plaza graha famili loop mayjend jonosewojo pradahkalikendal dukuhpakis 60227,0.03125,0
276,1023,pohong keju mas pangestu,kapas madya barat 7 4 rt rw kapasmadya baru tambaksari,2717,warung prasmanan tulungagug,dukuh kupang barat 1 140 142 dukuh pakis dukuhpakis 60225,0.027777778,0
277,283,zaqira food,randu bara 2 4 rt 005 rw 012 rt rw sidotopo wetan kenjeran,2991,richeese factory,tunjungan plaza lt ug basuki rahmat 2 kedungdoro tegalsari 60261,0.025,0
278,354,dapur kesuma,wisma medokan utara 1 b5 medokan ayu rungkut,2429,warung makan,gundih 5 1 gundih bubutan 60172,0.045454545,0
279,999,mamamia,kalimas baru 2 gg lebar 18 perak utara pabean cantian,2498,depot sari,karet 112 bongkaran pabean cantikan 60161,0.033333333,0
280,1103,mugi berkah,gubeng kertajaya 9 d 54 rt rw airlangga gubeng,1839,mawar catering dekorasi,kapas madhya indah 9 gading tambaksari 60134,0.035714286,0
281,176,mbok tini,bua setro 1 25 rt rw bulak bulak,2397,warung berkah,donorejo 1 kapasan simokerto 60141,0.045454545,0
282,186,bandeng juwana,ngagel jaya utara 103 1 baratajaya gubeng 60284,2943,rotiboy,dupak 1 gundih bubutan 60174,0.041666667,0
283,664,toko barokah,kedung baruk 147 rungkut rungkut 60298,1460,warung barokah,ppgw crc gubeng city 60281,0.166666667,0
284,758,kue dorayaki friends,tambak mayor baru 4 204 asem rowo asem rowo,2946,rotiboy bg junction,kranggan 4 rt 001 rw 01 bubutan bubutan 60174,0.035714286,0
285,681,yoichi topgo knuts kuta boga,kalikepiting 111 kav 16 tambakrejo simokerto,1688,mafia tahu surabaya,dukuh kupang bar 16 15 dukuh kupang dukuhpakis 60225,0.041666667,0
286,625,jerindo,manyar kertoarjo 5 18 20 mojo gubeng 60285,2327,coffee tgc,plaza graha famili loop bukit darmo boulevard 20 pradahkalikendal dukuhpakis 60216,0.027777778,0
287,272,pempek palembang bu diana,taman mulyosari utara 7 kalisari mulyorejo,2767,warung nasi bebek krengsengan thr,ppxx frp taman kusuma bangsa ketabang genteng 60272,0.038461538,0
288,1075,sae lesmana,tambak wedi lebar j 5 tambak wedi kenjeran,2942,roti o,jqgw 389 raya ir h juanda segoro tambak betro sedati kabupaten sidoarjo 61253,0.027777778,0
289,894,mom ima,bubutan rt rw alun alun contong bubutan,2075,teh cap poci pusat grosir surabaya,pusat grosir lantai 4 foodcourt dupak raya gundih bubutan 60172,0.035714286,0
290,1369,roti o dtc surabaya,darmo trade center jagir wonokromo jagir wonokromo 60244,2854,kuliner,sebtra pkl taman bungkul darmo wonokromo 60241,0.090909091,0
291,1060,rien kitchen,bandarejo gg 2 07 rt rw sememi benowo,2430,warung bu siswo,pucang jajar tengah 65 rt 003 rw 01 kertajaya gubeng 60282,0.058823529,0
292,176,mbok tini,bua setro 1 25 rt rw bulak bulak,3113,a w,tunjungan plaza 1 jenderal basuki rachmat 8 12 kedungdoro tegalsari 60261,0.029411765,0
293,38,morela,kenikir 17 ketabang genteng,3254,stmj herbal pak tejo,yos sudarso 9 embong kaliasin genteng 60271,0.05,0
294,1054,resep ibu,ji medokan asri barat 10 n 14 medokan ayu rungkut 60295,3122,pizza hut delivery phd indonesia,rungkut menanggal harapan b j 5 rungkut menanggal gn anyar 60293,0.027777778,0
295,691,kleya kleyo,medayu utara viiia 65 medokan ayu rungkut,1996,prima green food bakery,medokan asri ma 3 b 11 medokan ayu medokan ayu rungkut 60295,0.115384615,0
296,630,joglo,genteng butulan 4 rt rw genteng genteng,1991,uena tenan catering,demak 22 bubutan gundih rt rw 006 008 gundih bubutan 60173,0.083333333,0
297,540,hage kitchen,baruk tengah 9 cc 31 b rt rw kedung baruk rungkut,3240,ichirank,rungkut asri barat 13 24 rungkut kidul rungkut 60293,0.03125,0
298,628,jny catering,wonosari wetan baru rt rw wonokusumo semampir,1797,ecoh catering,panjang jiwo tenggilis mejoyo panjang jiwo tenggilis mejoyo 60299,0.166666667,0
299,95,ahsanul bakery,buntaran rt rw manukan wetan tandes,2041,coffee places,kebalen kulon 2 11 rt 002 rw 06 krembangan utara pabean cantikan 60163,0.058823529,0
300,336,dapoer shasha,cumpat kulon baru 1 43 kedung cowek bulak,1589,rawon pak pangat,lotus regency ketintang baru sel 1 15 ketintang gayungan 60235,0.066666667,0
301,655,kauman jaya,tenggilis kauman gg buntu 10 tenggilis mejoyo tenggilis mejoyo 60255,2408,warung barokah jaya madura,banyu urip 44 kupang krajan sawahan 60254,0.1,0
302,922,koffiku,greenwood perumahan citraland e 9 6 rt 001 rw 007 made sambikerep 60219,1454,steak hut,manyar kertoarjo 80 rt 003 rw 06 manyar sabrangan mulyorejo 60116,0.047619048,0
303,536,gula gula,hamzah fansyuri 45 rt rw darmo wonokromo,3290,mixue kranggan,kranggan 27 rt 006 rw 09 sawahan sawahan 60251,0.076923077,0
304,910,kayla drinkco,genteng candirejo 21 genteng genteng,1783,catering seduluran,bumi mandiri tower 2 panglima sudirman 66 68 embong kaliasin genteng 60271,0.035714286,0
305,364,dapur nala,pakis gunung gang 1 40 pakis sawahan,2031,coffee toffee taman apsari,taman apsari st 1 embong kaliasin genteng city 60271,0.035714286,0
306,371,dapur shafira,kebon agung 06 karah rt rw karah jambangan,2587,warung kopi barokah,bratang binangun 1 24 rt 002 rw 08 baratajaya gubeng 60284,0.0625,0
307,515,daun so,kalimas baru 1 35 a rt 06 rw 1 perak utara pabean cantian,2376,warung pecel dan rawon mbak sun,kali sumo bratang gede kalisumo 65 a ngagelrejo wonokromo 60245,0.023809524,0
308,1062,risolive,rungkut harapan j 45 60293,2634,warung sae,gg besar sel 45 bendul merisi wonocolo 60238,0.041666667,0
309,716,alghani syirup ghiuh,ploso 4 23b ploso tambaksari,2756,warung berkah,jolotundo 19 pacar keling tambaksari 60131,0.055555556,0
